index,error,correct form,edit distance
3762,goodbue,good-bye,2
2468,didnt,didn't,1
4001,heavely,heavily,1
8442,undelicate,indelicate,1
770,aquire,acquire,1
2498,difficient,difficult,3
6203,prejedice,prejudice,1
5377,neuclear,nuclear,1
5923,perserverance,perseverance,1
7719,succes,success,1
6844,rferenc,reference,2
2701,doubtfull,doubtful,1
449,advertice,advertise,1
4527,intrest,interest,1
7873,symfori,symphony,4
4681,koins,coins,1
4323,incouraged,encouraged,1
7316,simplity,simplicity,2
4664,knicknacks,knickknacks,1
405,adaquately,adequately,1
755,apropriate,appropriate,1
231,sweed,swede,2
8424,unabiguous,unambiguous,1
6102,poney,pony,1
6814,responsibillity,responsibility,1
870,assymnetry,assymmetry,1
5313,necasery,necessary,3
6134,possibiliti,possibility,1
1414,bycle,bicycle,2
8036,the botton of 'play',the 'play' button,15
17,bolsjevik,bolshevik,1
6154,pouims,poems,2
2666,diy,die,1
2516,diliberately,deliberately,1
3282,failes,fails,1
6332,projeccts,projects,1
6499,racianal,racial,2
5781,parfect,perfect,1
6072,poim,poems,2
4286,incenveniences,inconvenience,2
7398,smilling,smiling,1
5413,nocked,knocked,1
1681,civilication,civilization,1
6012,pitty,pity,1
7905,takativ,talkative,2
5744,paine,pain,1
7760,sulmss,slums,3
8278,totaly,totally,1
5449,nothwithstanding,notwithstanding,1
6581,receeded,receded,1
6641,referance,reference,1
2621,dissability,disability,1
3005,epatitis,hepatitis,1
3966,headace,headache,1
7955,tecln,technologically,11
6644,refering,referring,1
145,metodism,methodism,1
2728,dreampt,dreamt,1
5403,nintynineth,ninetyninth,2
3090,evillness,evilness,1
6651,reffers,refers,1
2743,drow,drove,2
4422,inneed,in need,1
1615,child birth,childbirth,1
3643,fw,few,1
3573,freesing,freezing,1
282,aboit,about,1
4048,high heel,high-heeled,3
4582,it self,itself,1
8877,whih,which,1
5373,nessisitates,necessitates,3
2560,discare,discarded,2
6303,profer,proffer,1
388,acrued,accrued,1
326,accidently,accidentally,2
1017,barriere,barrier,1
965,bachalor,bachelor,1
7765,sunbading,sunbathing,2
1271,bougt,bought,1
237,theran,teheran,1
2465,didn't work,hasn't worked,5
2565,disconected,disconnected,1
5426,nomally,normally,1
4946,maintainance,maintenance,2
2,amarica,america,1
5194,mony,many,1
2954,enjoyabl,enjoyable,1
7823,surprisedly,surprisingly,3
5694,oupu,output,2
5048,medicens,medicines,2
6942,sailers,sailors,1
3273,facinating,fascinating,1
6498,raceism,racism,1
6079,poletry,poetry,1
8940,withdrawel,withdrawal,1
4175,illed,ill,2
7301,similary,similarly,1
6119,posible,possible,1
3993,hearn,earn,1
1605,cheece,cheese,1
3803,grand mother's,grandmother's,1
787,are going,go,7
2803,econonically,economically,1
2704,doudtful,doubtful,1
3364,favori,favourite,3
1940,connoiseurs,connoisseurs,1
384,acquantance,acquaintance,1
6141,possitively,positively,1
5693,ount,aunt,1
4736,lawers,lawyers,1
8471,unee,unemployment,8
3391,feld,felt,1
125,jamil,jamil's,2
1286,brachin,branching,2
3888,hand out,hand-out,1
1850,complection,complexion,2
2204,curwed,curved,1
1795,comitting,committing,1
6434,pyramides,pyramids,1
1840,competation,compensation,2
6750,repling,a reply,5
6997,scci,science,4
7017,school childrens,schoolchildren,2
7548,sprotsman,sportsman,2
3074,every person,everybody,7
7476,soussage,sausage,2
6790,resinded,rescinded,1
5383,newcommers,newcomers,1
6010,pittoresque,picturesque,2
5276,mutalate,mutilate,1
6995,scarthly,scarcely,2
3957,have not worked,does not work,6
6220,prestigeously,prestigious,3
3887,hand crafs,handicrafts,2
886,atempting,attempting,1
5587,onehour,one hour,1
443,advantagous,advantageous,1
5270,musiems,museums,2
3723,glacnc,glance,2
4205,imature,immature,1
5517,occation,occasion,1
4819,literaly,literally,1
7871,symettry,symmetry,2
7800,suprised,surprised,1
6301,productes,products,1
4241,imple,implies,2
1270,bottun,button,2
1750,coeficien,coefficient,2
5980,phsychological,psychological,1
8474,unemcompassable,unencompassable,1
7374,sleepness,sleepiness,1
2533,dinnig,dining,2
8523,unkonfortable,uncomfortable,2
5655,orckhestra,orchestra,1
8469,unecessar,unnecessary,2
4801,limons,lemons,1
1929,congradulate,congratulate,1
4691,labourous,laborious,2
3326,familiy,family,1
4485,interesting of,interested in,5
5729,owen,oven,1
7026,schools',school's,2
4594,jaundise,jaundice,1
8793,weathy,wealthy,1
8237,to talk,of talking,5
7817,surper,supper,1
2476,dieseases,diseases,1
2589,disiable,desirable,2
4454,inspite of,in spite of,1
8067,theoritical,theoretical,1
249,uropian,european,2
3155,executiv,executive,1
789,are reading,read,7
1343,builded,built,3
1163,bettween,between,1
2892,embrassment,embarrassment,2
5202,mor,more,1
7021,school mate,schoolmate,1
2914,emptyed,emptied,1
8811,welknown,well-known,2
6669,regined,regained,1
2622,dissapear,disappear,2
2163,criminous,criminal,3
8111,thoose,those,1
5267,museams,museums,1
4671,knowldge,knowledge,1
4382,inferiour,inferior,1
2663,divid,divide,1
8695,visable,visible,1
8485,unforseen,unforeseen,1
4774,levely,level,1
844,assambly,assembly,1
4791,lifed,lived,1
1829,comparitiv,comparative,2
7512,speeking,speaking,1
1592,chated,chatted,1
6883,robbot,robot,1
8447,underdeped,underdeveloped,4
8733,waiting room,waiting-room,1
4530,intresting,interesting,1
6727,remnders,reminders,1
6691,relegion,religion,1
3429,finantial,financial,1
7965,telephon,telephone,1
7675,ststio,station,2
248,unfortunetly,unfortunately,2
3137,exchange-programm,exchange programme,2
2124,courtecy,courtesy,1
6723,reminde,remind,1
1258,borring,boring,1
7050,scole,scolded,2
760,aproximatly,approximately,2
914,attmited,admitted,3
5536,oddysey,odyssey,2
9013,yau,you,1
376,acordanc,accordance,2
8630,valubale,valuable,2
1110,begon,bacon,2
2314,delt,dealt,1
3421,figthing,fighting,2
9002,writters,writers,1
8949,woch,watch,2
6603,recipitant,recipient,2
5175,moleculs,molecules,1
7275,sight seeing,sightseeing,1
2168,critising,criticising,2
8602,useing,using,1
5937,persu,persuade,3
5624,oppinions,opinions,1
6560,realy,rely,1
5455,noticeble,noticeable,1
8857,whated,wanted,2
845,assasinate,assassinate,1
5968,phisical,physical,1
4444,inquir,inquire,1
7134,sence,?sense,2
8530,unnotie,unnoticed,2
2791,eccelarater,accelerator,3
3816,greanty,guarantee,5
8578,up sat down,upside-down,5
8667,vegtebels,vegetables,4
7441,sommerdays,summer days,2
1072,becon,bacon,1
663,anxiouse,anxious,1
1472,caracteristics,characteristics,1
6700,relieable,reliable,1
2119,couraged,courage,1
9012,yate,yacht,3
6680,reine,reign,2
4182,illnes,illness,1
3034,esentially,essentially,1
5154,mistery,mystery,1
8935,wisky,whisky,1
1006,barbeque,barbecue,1
7632,stranch,strange,2
1884,concequence,consequence,1
1785,comersial,commercial,2
4997,marallow,marvellous,4
1633,choise,choice,1
2127,couse,cause,1
474,affraid,afraid,1
8364,truely,truly,1
336,accompaning,accompanying,1
7313,simplecity,simplicity,1
8946,wo,which,4
3299,falceness,falseness,1
8025,that visits,to visit,4
5337,needy of,in need of,4
2723,drawing room,drawing-room,1
4078,hollidays,holidays,1
1513,cassete,cassette,1
6852,rhythmatically,rhythmically,2
5437,noone,no one,1
7972,tembles,temples,1
2726,dreamin,dreaming,1
544,allone,alone,1
7885,synbol,symbol,1
5603,opertinities,opportunities,3
7504,speciman,specimen,1
3572,freenesses,freedoms,5
7727,suceessfully,successfully,1
5870,peopal,people,2
5882,percecuted,persecuted,1
902,atraction,attraction,1
1777,colow,coloured,4
5442,norveigan,norwegian,3
7949,techniquies,techniques,1
7251,show off,show-off,1
599,amouts,amounts,1
4080,hollyday,holiday,2
3969,headak,headache,3
5951,pesently,presently,1
1241,body gaurd,bodyguard,3
1172,bicals,bicycle,3
8096,thingk,think,1
2487,differant,different,1
4961,man made,man-made,1
4513,interupted,interrupted,1
1024,basket ball,basket-ball,1
19,britany,brittany,1
6453,quater,quarter,1
5555,oftenly,aften,3
7521,spesies,species,1
2429,devide,divide,1
7941,teatcher,teacher,1
8060,theirselves,themselves,2
2225,darwinisism,darwinism,2
4365,indivuals,individuals,2
8580,up side down,upside down,1
5803,partiularly,particularly,1
4141,hundrent,hundred,2
7463,sorrownded,surrounded,2
6037,playwrite,playwright,3
6698,releyable,reliable,2
2513,dilapadated,dilapidated,1
7305,similtanous,simultaneous,2
8845,wether,whether,1
6064,pocket money,pocket-money,1
1033,baught,bought,1
2393,desitions,decisions,2
7394,smail,smile,2
7797,supprise,surprise,1
8896,whos,whose,1
3171,exgjus me,excuse me,3
7210,sherring,cheering,2
3108,examinator,examiner,3
1329,brough,bring,3
1080,bed room,bedroom,1
3576,freind,friend,2
5419,noice,noise,1
6038,pleace,place,1
2162,criminalty,criminality,1
6580,receave,receive,1
8367,truthfull,truthful,1
2596,disipline,discipline,1
5262,murderd,murdered,1
2252,decession,decision,2
3806,granduer,grandeur,2
4861,lonliness,loneliness,1
1908,condiction,condition,1
828,as followed,following,6
3695,geneus,genius,1
3891,handel,handle,2
2481,diferents,different,2
1742,coarte,court,2
3229,exprence,experience,2
415,adiquate,adequate,1
5459,noticsport,noticeable,5
1408,buzy,busy,1
110,imagenation,imagination,1
8439,unconvenient,inconvenient,1
1968,consering,considering,2
5369,nessecery,necessary,5
2741,drog-addicts,drug-addicts,1
6327,prograss,progress,1
1221,blak,black,1
5317,neccassary,necessary,2
7393,slumdistricts,slum districts,1
7255,showting,shouting,1
2313,delligion,delicious,4
8016,tha,that,1
8252,togehter,together,2
1476,careear,career,1
3518,foreseeabl,forseeable,2
711,applaused,applauded,1
2987,entirly,entirely,1
1631,choes,choose,2
4398,infuture,in future,1
7072,sea level,sea-level,1
6147,potatos,potatoes,1
6710,reluctancy,reluctant,2
553,allthough,although,1
3148,excuce me,excuse me,1
8102,third world,third-world,1
2410,detals,details,1
4635,juseful,useful,1
8250,todays appearance,appearance today,13
6068,poetery,poetry,1
6713,remaind,remind,1
7506,speciment,specimen,1
3905,hansum,handsome,3
6905,rowles,rolls,2
1769,collission,collision,1
1190,bihind,behind,1
5176,moleul,molecul,1
2836,egyptien,egyptian,1
8432,unbservently,inobservantly,3
1567,cetainty,certainly,2
4482,interduced,introduced,2
8032,thay,they,1
4647,kerna,kernel,2
5620,oppertunaties,opportunities,2
7297,simia,similar,2
7865,sylables,syllables,1
8407,tyranic,tyrannical,3
8327,travell,travel,1
462,aeroport,airport,2
8750,was broken,broke down,8
1211,bitt,bit,1
1612,chidren,children,1
1352,bul,buildings,6
8189,to avoid,in avoiding,5
4477,intene,intended,2
2446,diceide,decide,2
1252,bord,board,1
6470,questons,questions,1
3697,geniva,geneva,1
253,venetia's,venice's,4
4377,infacts,in fact,2
8727,waight,waits,3
1772,collosus,colossus,2
5344,negotations,negotiations,1
2074,correspondanc,correspondence,2
3644,fysical,physical,2
2722,drawin,drawing,1
4058,hime,him,1
2371,desease,disease,1
4115,house job,housework,4
6000,pilicy,policy,1
6696,releved,relived,1
5786,parots,parrots,1
2190,culu,cultures,4
959,awfull,awful,1
4696,lady like,lady-like,1
2829,eficient,efficient,1
5639,opreciated,appreciated,2
2897,emmerged,emerged,1
5984,physicall,physical,1
2747,drugies,druggies,1
4408,initiaels,initials,1
2238,dead setice,death sentence,5
1273,bounes,bonus,2
2721,dratically,drastically,1
836,aske,ask,1
8217,to listen,of listening,5
3554,fotograph,photograph,2
8150,throughly,truly,4
3217,explaning,explaining,1
3348,fascilities,facilities,1
5721,overcommin,overcoming,2
4982,manufactor,manufacturer,3
1905,condamned,condemned,1
5394,nigardly,niggardly,1
84,gotic,gothic,1
7288,silhuette,silhouette,1
4610,jobes,jobs,1
8871,where ever,wherever,2
5035,meassures,measures,1
6615,recognization,recognition,2
2882,embarress,embarrassed,3
2794,ecconomical,economical,1
6648,reffered,refered,1
824,arthen,anthem,2
8959,wonderfull,wonderful,1
4356,indispensible,indispensable,1
8984,wortte,wrote,2
5271,musium,museum,1
2601,dismantals,dismantles,2
8192,to been,being,5
7919,taperecorder,tape-recorder,1
271,a while,awhile,1
5298,natical,nautical,1
3804,grand parents,grandparents,1
1062,beautyfull,beautiful,2
6674,regreting,regrettable,5
4537,intteligent,intelligent,2
2776,ealy,early,1
8679,vice verca,vice versa,1
8013,teths,teeth,2
6308,proffesional,professional,2
1910,conect,connect,1
8740,wanderful,wonderful,1
2981,enterteyned,entertained,2
7810,surgere,surgery,1
7075,seaarc,search,2
1194,bingly,bingley,1
3963,hea,here,2
3307,fals,false,1
6071,poiltry,poetry,2
4534,introduse,introduce,1
1834,compased,compared,1
6420,purpil,purple,2
3779,goverment,government,1
2004,contempible,contemptible,1
1991,constitusion,constitution,1
745,apprpriat,appropriate,2
7384,sliping,slipping,1
6678,rehabilatate,rehabilitate,1
7042,scientificly,scientifically,2
8945,wize,wise,1
4496,internationaly,internationally,1
4172,ilegally,illegally,1
7742,sudenly,suddenly,1
4662,kneeled,knelt,3
6529,rareley,rarely,1
611,analagous,analogous,1
8619,vacinnation,vaccination,2
1212,bitting,beating,2
4424,inneficiency,inefficiency,2
8851,whas,was,1
3205,experiensed,experienced,1
2197,curicculum,curriculum,2
3065,everithing,everything,1
4679,koffee,coffee,1
5275,musto,must,1
307,abundonned,abandon,4
6171,practicle,practical,2
2246,deathrate,death rate,1
1028,batchelor,bachelor,1
5172,moin,moan,1
1949,conscientous,conscientious,1
1995,contageous,contagious,1
4189,iluminating,illuminating,1
4688,labortory,laboratory,1
1268,bottons,buttons,1
3569,freash,fresh,1
510,aimeable,amiable,2
196,scc,scientists,8
873,aswell,as well,1
8421,un-luckiest,unluckiest,1
2955,enjoyabled,enjoyable,1
160,norwagan,norwegian,2
5350,neibours,neighbours,2
3001,eny,any,1
8386,turistic,touristic,1
76,finnland,finland,1
1400,busynes,business,2
7982,temperment,temperament,1
3839,guage,gauge,2
475,afidavit,affidavit,1
2077,corrext,correct,1
4723,lastnight,last night,1
7674,strugling,struggling,1
3140,excistence,existence,1
666,any more,any more,0
1507,carying,carrying,1
726,appraoc,approach,3
5356,neouclear,nuclear,2
7594,stewarddresser,stewardess,4
7171,seriou,serious,1
5519,occations,occasions,1
3004,ep,experimental,10
885,atatchment,attachment,2
2071,corrency,currency,1
5572,omnicent,omniscient,2
583,ameuter,amateur,3
5834,pattarns,patterns,1
3875,haerd,heard,2
3086,everywher,everywhere,1
2929,encylopedia,encyclopedia,1
903,atractive,attractive,1
7067,se,science,5
4470,intelectual,intellectual,1
7755,sugests,suggests,1
5996,pictehers,picteher's,1
4010,heefty,hefty,1
3402,fench,fence,1
2208,cuttage,cottage,1
5297,nate,note,1
7748,suficient,sufficient,1
420,admendments,amendments,1
2591,disilliusions,disillusions,1
5973,phonecall,phone call,1
4478,intension,intention,1
2953,enjoured,injured,2
8368,tryded,was trying,7
1527,catched,caught,4
2647,distroey,destroy,2
5177,momement,moment,2
1388,business men,businessmen,1
5743,paied,paid,1
5046,medicene,medicine,1
1490,carreer,career,1
3412,fiedler,fielder,2
2875,embaressed,embarrassed,2
3756,good for nothing,good-for-nothing,2
5191,monstruosities,monstrosities,1
372,acompanied,accompanied,1
7652,strenghten,strengthen,2
444,advatages,advantages,1
2790,eazy,easy.,2
7281,significent,significant,1
658,anty,aunt,2
1031,battels,battles,2
4347,independat,independent,2
3676,garly,gallery,3
1667,cirtain,certain,1
4784,lieve,leave,2
2475,diesease,disease,1
1768,collegus,colleagues,2
7498,spearetime,spare time,2
1522,catain,curtains,3
8475,unemployement,unemployment,1
4117,housewifes,housewives,1
3532,former of,formerly,3
6175,prblem,problem,1
6286,problims,problems,1
5089,mether,mother,1
2806,ediion,edition,1
1384,busin,busy,2
1809,committment,commitment,1
3285,fainthfully,faithfully,1
6449,quarelled,quarrelling,4
8325,transtition,transition,1
1608,chemestry,chemistry,1
2950,enimies,enemies,1
2378,desesperate,desperate,2
4357,inditement,indictment,2
5895,perharps,perhaps,1
1856,completness,completeness,1
8224,to provide,of providing,5
7165,sereal,serial,1
1682,civilition,civilization,2
8918,wik,week,2
4074,holded,held,3
482,after noon,afternoon,1
5013,masive,massive,1
8199,to day,today,1
3129,excercise,exercise,1
5857,pen friends,pen-friends,1
316,accesing,accessing,1
4277,in make,of making,5
6941,sailer,sailor,1
4857,longago,long ago,1
6831,retecen,reticent,2
1279,bouyant,buoyant,2
8162,thw,the,1
6110,porche,porch,1
6760,representor,representative,5
3419,fighted,fought,4
7621,stoped,stopped,1
127,japanease,japanese,1
769,aquiese,acquiesce,2
2566,discorteous,discourteous,1
501,agression,aggression,1
4415,inmature,immature,1
8184,tirering,tiring,2
1739,coalesed,coalesced,1
318,accesio,accession,2
8165,tibits,titbits,1
5896,perheps,perhaps,1
8340,trere,there,1
6624,reconize,recognize,1
5157,misunderstod,misunderstood,1
2593,disilusioned,disillusioned,1
7479,southerer,southern,2
8394,tuthe,truth,2
5685,otherhand,other hand,1
2131,couson,cousin,1
152,neccesity,necessity,2
1338,buchelor,bachelor,1
7156,seperated,separated,1
5032,mayer,mayor,1
639,anomalus,anomalous,1
519,airmaled,airmailed,1
4899,luxorous,luxurious,2
6426,pursuaded,persuaded,1
4752,leaway,leeway,1
4939,magnifum,magnificent,5
2792,eccept,except,1
7948,technics,techniques,3
8371,tryied,tried,1
5783,parkers,parker's,1
2872,embarassing,embarrassing,1
450,advertisment,advertisement,1
6493,qurreling,quarrelling,2
3414,fiest,feast,2
4089,honey moon,honeymoon,1
889,atendind,attending,2
7846,sweared,swore,3
7489,spair,spare,2
3776,gouvernment,government,1
1732,club of fans,fan club,11
4403,inhygenic,unhygienic,2
3603,fruitstrees,fruit trees,1
6503,radient,radiant,1
7166,serevelate,celebrate,5
3680,gastly,ghastly,1
7063,scrupullous,scrupulous,1
7571,startes,starts,1
4053,highrised,highrise,1
4083,holyday,holidays,2
3476,florish,flourish,1
3951,have'nt,haven't,2
5872,peopel,people,2
3775,gould,gold,1
5167,modernied,modernized,1
7604,stirups,stirrups,1
4191,ilusions,illusions,1
4240,impedence,impedance,1
498,agravating,aggravating,1
5548,officcees,offices,2
243,turkesh,turkish.,2
1167,bevereges,beverages,1
5626,opponant,opponent,1
4981,manualy,manually,1
4313,inconviniant,inconvenient,2
5460,notise,notice,1
8306,trafi,traffic,2
7759,suituble,suitable,1
2337,depeciation,depreciation,1
3471,flewn,flown,1
4575,is build,was built,3
7866,symbal,symbol,1
7344,siscals,scissors,4
7635,stranged,strange,1
1887,concern about,is concerned with,9
2328,densily,densely,1
1661,cincinatti,cincinnati,2
6901,roud,rude,2
262,a had,have,4
7857,swimingpool,swimming-pool,2
1440,campagnes,campaignes,1
3464,fixe,fix,1
2525,dimentions,dimensions,1
7271,sieze,seize,2
8821,well made,well-made,1
8847,wh,work,3
4425,inneshe,initials,6
8186,tirred,tired,1
16,big-ben,big ben,1
4866,loomy,loamy,1
1366,burglers,burglars,1
3941,has going on,went,11
4993,many money,a lot of money,8
2451,dicipline,discipline,1
635,annoiance,annoyance,1
1180,bieing,being,1
2359,descisions,decision,2
1587,charachterized,characterized,1
6099,pomes,poems,2
6520,raize,raise,1
5291,naptha,naphtha,1
2694,dosent,doesn't,3
3632,furhter,further,2
7080,seargeant,sergeant,1
6169,practiaa,practical,2
6391,psycology,psychology,1
263,a hostage,hostages,3
7083,seases,seas,2
8583,upheavels,upheavals,1
210,scotsch,scotch,1
4637,kaind,kind,1
4052,highranking,high-ranking,1
7584,stears,stairs,2
3837,grupes,groups,2
1518,cassett-part,cassette part,2
7112,seldome,seldom,1
1137,belived,believed,1
6228,prettyer,prettier,1
8831,wensday,wednesday,2
4046,higer,higher,1
8183,tireness,tiredness,1
8754,was look,looked,6
1551,centuary,century,1
4133,humerous,humorous,1
5386,nexkt,next,1
4216,imidiatly,immediately,3
3397,femail,female,2
6980,saturday's,saturday,2
2289,definatly,definitely,2
6725,reminisence,reminiscence,1
5352,neigbours,neighbours,1
8588,upplied,applied,1
3815,gread,great,1
6428,puten,put,2
1988,constently,constantly,1
8785,wayting,waiting,1
3521,forewerd,forward,2
3658,ganing,gaining,1
843,assalts,assaults,1
4632,jurny,journey,2
8616,vacency,vacancy,1
242,turkeish,turkish,1
571,amasement,amazement,1
6569,rebuplicans,republicans,2
6681,reinfore,reinforce,1
3824,green groser,greengrocer's,4
3650,galerie,gallery,3
4220,immagination,imagination,1
4928,magine,imagine,1
5365,nessasary,necessary,3
2300,delemma,dilemma,1
8702,vistor,visitor,1
5487,obbortunity,opportunity,2
1703,cleark,clerk,1
1213,bittle,brittle,1
2818,effecient,efficient,1
3498,footballstadion,football stadium,3
3410,fictitous,fictitious,1
8779,wather,water,1
2930,endeed,ended,1
7914,talkling,talking,1
5238,mounth,months,2
8652,varity,variety,1
6763,repretation,reputation,2
5448,nothing for,anything to,4
2925,encourg,encourage,2
617,analize,analyze,1
1239,boast fully,boastfully,1
849,assertain,ascertain,1
354,ach,ached,2
8435,unconcious,unconscious,1
5835,pauls,paul's,1
6465,questionaire,questionnaire,1
4525,intreduce,introduce,1
3166,exeption,exception,1
7154,seperat,separate,2
2521,diliverd,delivered,2
4581,ist,is,1
4873,loud mouth,loud-mouth,1
7920,taperecorders,tape-recorders,1
8380,tuffness,thoughness,4
5043,mede,made,1
1003,banlance,balance,1
6985,savegery,savagery,1
4588,jacknife,jackknife,1
3660,garanteed,guaranteed,1
5562,old fashioned,old-fashioned,1
4128,humain,human,1
535,all ready,already,2
5926,persnaly,personally,2
7203,shecked,checked,1
2627,dissapointedly,disappointedly,2
9031,youngeist,youngest,1
363,achitecture,architecture,1
1236,boardingschools,boarding schools,1
587,ammounts,amounts,1
8287,tourisme,tourism,1
3577,freinds,friends,2
7992,tequnike,technique,4
1302,breakedown,breakdown,1
8964,wonnderful,wonderful,1
7343,sirtain,certain,2
8972,worl,world,1
6855,ribons,ribbons,1
6087,politray,poetry,3
679,apartied,apartheid,2
5309,neads,needs,1
2217,dammages,damages,1
2580,discribed,described,1
2936,endorsment,endorsement,1
4378,infalable,infallible,2
1259,borther,bother,1
3388,feild,field,2
3193,expartriates,expatriates,1
5640,opression,oppression,1
7757,sugger,sugar,2
385,acquiesence,acquiescence,1
6161,powerfull,powerful,1
1593,chatering,chattering,1
7704,subben,southern,4
409,additon,addition,1
5629,oppositie,opposite,1
8070,there selve,themselves,4
1511,cassatte,cassette,1
7553,squized,squeeze,3
7207,sheeps,sheep,1
6036,playses,places,2
4364,indivual,individual,2
9027,yor's,yours,2
7549,spsychiatrist,psychiatrist,1
8954,woked,woken,1
4896,lunck,lunch,1
7502,specialy,specially,1
5268,museaums,museums,1
6112,porgress,progress,2
1868,comsume,consume,1
1342,buglarys,buglaries,2
8589,uppressed,oppressed,1
8124,thougth,through,2
4097,horizont,horizon,1
8012,testimoniances,testimonies,3
208,scotland's,scottish,6
2402,despire,despair,2
2025,controlable,controllable,1
7372,sleepery,slippery,2
2767,dustpin,dustbin,1
2185,cryed,cried,1
1477,careffully,carefully,1
4084,holydays,holidays,1
6607,recivd,receipt,3
5853,peice,piece,2
4119,housholds,households,1
2358,descision,decision,1
4298,inconveineant,inconvenient,3
4106,hosptles,hospitals,3
5513,occassion,occasion,1
1065,becaurse,because,1
8080,thhey,they,1
2196,cuple,couple,1
5768,parants,parents,1
9039,youself,yourself,1
905,attachement,attachment,1
2960,enlargd,enlarged,1
8591,upstair,upstairs,1
3742,goign,going,2
5076,mentiond,mentioned,1
2294,deinish,danish,2
2497,diffi,different,5
5660,ored,order,2
5497,obselescence,obsolescence,1
7417,sojurn,sojourn,1
1312,brif,brief,1
6011,pittsburg,pittsburgh,1
5889,perevent,prevent,1
2905,emphasied,emphasised,1
8820,well looked,good looking,7
3681,gatherd,gathered,1
1488,carnt,can't,2
1952,conse cuence,consequence,2
5766,parallysis,paralysis,1
2203,curtion,curtain,2
5142,miscellanous,miscellaneous,1
8156,thru,through,3
2235,dayligh,daylight,1
8581,up to date,up-to-date,2
8747,warraty,warranty,1
1208,bisuts,biscuits,2
7348,sistem,system,1
329,accomblish,accomplish,1
8359,trought,through,2
5234,mouer over,moreover,3
7009,scheeks,cheeks,1
268,a shore,ashore,1
6568,rebulti,rebuilt,2
3750,gome,come,1
5543,ofen,often,1
2749,drunked,drunk,2
5916,perposed,proposed,2
5380,nevers,never,1
3752,gonne,gone,1
2947,engineerings,engineers,3
3470,flawor,flour,3
1260,bosed,bossed,1
8683,vience,venice,2
2895,emited,emitted,1
1799,comming,coming,1
3012,equilisatio,equalisation,2
3707,ggod-liking,good-looking,3
5166,moderne,modern,1
224,spanich,spanish,1
238,thirdy,thirdly,1
2841,eign,sign,1
2851,electricty,electricity,1
4739,layed,lay,2
4085,hom,home,1
6778,rescource,resources,2
8026,thats,that,1
3838,grussly,scarcely,6
7593,stetemet,statements,3
4438,inordered,in order,3
3568,fraustrated,frustrated,1
511,aimes,aims,1
7617,stommac,stomach,2
799,arguements,arguments,1
1614,chiken,chicken,1
5943,persuer,pursuer,1
8468,uneasyness,uneasiness,1
1054,beatyful,beautiful,2
1589,characterissin,characterising,2
4160,iceskating,ice-skating,1
1001,bankrobbery,bank robbery,1
439,adressed,addressed,1
6359,proplems,problems,1
3053,estructural,structural,1
4179,illeterated,illiterate,2
7780,suplements,supplements,1
4617,journeies,journeys,2
6446,quarell,quarrel,2
6714,rembered,remember,4
5073,mentaley,mentally,1
2139,covernements,governments,2
5763,paralell,parallel,2
6515,railwayservice,railway service,1
4252,impossent,imposing,3
6073,poisenous,poisonous,1
8320,transfred,transferred,2
7233,shopkeep,shopkeeper,2
6505,radio-casset,radio-cassette,2
6069,poetrie,poetry,2
5683,otherday,another day,3
1313,brigthly,brightly,2
2364,describd,described,1
1264,bottal,bottle,2
7159,seperation,separation,1
5792,participan,participant,1
4877,lov,low,1
7770,supercede,supersede,1
4025,herbert,herbert's,2
2884,embarrest,embarrassed,4
2148,crazyly,crazily,1
5754,pake,beg,4
6576,reccommend,recommend,1
108,iev,i've,2
1233,blusted,burst,4
6842,revenge thoughts,thoughts of revenge,18
4798,likl,likely,2
2880,embarrasment,embarrassment,1
6508,radio cassette,radio-cassette,1
8562,untiede,untidy,2
4738,layable,liable,2
7488,spaeker,speakers,3
299,absenses,absences,1
4088,home work,homework,1
4870,lossing,losing,1
8107,thise,these,1
2281,deffenders,defenders,1
3852,guied,guide,2
5841,peacefull,peaceful,1
907,attemts,attempts,1
7054,scoutboys,boy scouts,7
5890,perfum,perfume,1
1921,confortably,comfortably,1
7868,symetrical,symmetrical,1
3323,familiare,familiar,1
8126,thouht,thought,1
7778,suplement,supplement,1
7683,stubbon,stubborn,1
3331,familymembers,members of the family,19
3103,exagerations,exaggerations,1
5412,nocive,?noticeable,7
3119,excam,exam,1
2192,cuntries,countries,1
7629,strainged,strange,2
8403,twords,towards,2
5913,peropl,people,2
4096,horizens,horizons,1
8136,thoy,thought,4
5780,parephernalia,paraphernalia,1
3085,everytime,every time,1
3497,foot poisoning,food-poisoning,2
2848,electrcal,electrical,1
178,parlamentary,parliamentary,1
1458,candidit,candidate,2
893,atitude,attitude,1
6270,prize giving,prize-giving,1
727,appratus,apparatus,1
1393,busnessman,businessman,1
3876,hair dressing,hair-dressing,1
8985,wory,worry,1
6658,refreciment,refreshment,2
621,anckle,ankle,1
648,anoying,annoying,1
5411,nobady,nobody,1
8865,wheel chair,wheelchair,1
5934,personnell,personnel,1
3225,exponentualy,exponentially,2
4555,invit,invite,1
2031,controversey,controversy,1
7128,sellybrat,celebrate,4
6634,reding,reading,1
4159,hyrry,hurry,1
7697,stuordesse,stewardess,4
7624,stra,struggle,5
3925,happy go lucky,happy-go-lucky,2
8732,waitin,waiting,1
3565,foxx,fox,1
4169,iff,if,1
8160,ths,this,1
926,aurthority,authority,1
6305,proffeciency,proficiency,2
7511,speek,speak,1
